Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.062203986,5.879785121,5.540367781,6.594118047,7.053320861,7.636305208,7.706569311,7.310792666,5.5684615,5.16605785,4.250940606,3.46171159,3.895397887,3.564186802,4.279759093,4.008299387,3.441455694,3.939170569,4.528517717,5.13772538,7.26210636,
"Egypt, Arab Rep.",EGY,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2775264,25.50177936,27.14488903,23.45344388,29.60584378,27.61503795,25.63607847,25.14311439,23.44930036,23.86465632,23.4602387,22.17278579,23.26005676,22.10336207,26.35560906,27.9186258,19.83507959,22.26895165,15.06188163,16.94008446,18.35802541,
Euro area,EMU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19092159,8.306502537,8.071911015,7.984765774,8.752860451,8.501481819,8.286486833,7.893010469,7.722752648,7.369915148,6.908146636,6.59103301,6.292477753,6.075970747,6.681619165,5.997225193,5.864926796,5.809965793,6.03269133,5.978726244,5.828155112,
Eritrea,ERI,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.13388805,34.03744776,42.46332663,30.9524273,41.03441628,36.84044642,,,,,,,,,,,,,,,,
Spain,ESP,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.43830307,20.19488035,18.98987843,19.77194487,20.21862651,19.17682999,19.38227871,18.9169737,18.96023521,18.53982001,17.34704936,16.87517764,15.72431074,15.4640814,16.33342069,14.83908051,14.47862663,14.1014248,14.24817949,14.46478015,14.25950074,
Estonia,EST,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.42147936,22.1841907,19.27403739,19.27936801,21.78004038,18.75275069,16.80844711,17.15708275,15.42615326,14.01935732,11.85153964,11.50160185,9.845137974,9.988265061,9.081083397,7.279305842,6.256878578,6.492006197,9.542892082,10.24288031,10.21113461,
Ethiopia,ETH,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.06013791,21.39296408,16.03676953,15.96822696,18.70398996,20.65975423,22.34318309,24.53076811,26.70638265,27.20098326,27.62397008,29.06539322,29.81533136,33.87419444,32.62462289,30.87710126,34.36031563,33.03354757,,,,
European Union,EUU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.334845457,8.507297767,8.277257124,8.238695642,8.629074835,8.278371316,8.00411999,7.726116069,7.548094798,7.244657813,6.84262101,6.545642623,6.345003275,6.108629468,6.633841012,5.980965499,5.800913604,5.790290155,6.016769129,6.031067961,6.010307736,
Fragile and conflict affected situations,FCS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.090403846,8.33491438,7.568172443,9.536173236,8.509007296,6.18586968,5.681681337,16.84341424,18.75499011,15.4196259,8.034998269,6.380196577,6.467226297,5.629933061,8.941166582,9.075207707,6.536408998,7.104562998,7.462067126,8.364875132,12.93838203,
Finland,FIN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05178821,5.115773208,5.009933433,4.926811938,4.682345189,3.855543503,4.00545385,4.102727665,4.233208524,3.953926852,3.727228593,3.75590073,3.807603212,3.787066171,4.461351378,4.697701024,5.232674146,5.316807319,3.84966517,3.609525148,2.992346084,
Fiji,FJI,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.04875008,29.11055522,32.07058874,33.14937095,34.34188999,30.05278205,34.53798568,39.12534664,38.43106804,41.93030569,44.82389481,44.35218952,43.81017982,47.20022048,48.4137546,45.64775398,42.60336461,40.73813511,40.62706784,41.60278902,48.43318264,
France,FRA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.627937605,8.782198567,7.469309165,7.600849046,9.367258752,9.87427691,9.800008732,9.691135865,9.47823584,9.318622552,8.790042783,8.3944997,8.621056652,8.219431383,8.8556201,7.919073883,8.028270499,8.044907047,7.894854629,7.800585427,7.178598534,
Faroe Islands,FRO,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.56419478,25.99788551,24.16849395,18.65059551,18.95863384,19.81188222,,
Gabon,GAB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19354756,2.551800472,3.155201398,5.173229276,5.152631701,2.834287919,1.655518744,2.924294833,2.511705645,1.75210832,0.23204353,,,,,,,,,,,
United Kingdom,GBR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.561256823,8.294046435,7.955289653,8.237432638,7.851948552,7.343649387,6.528626643,6.615337528,6.415226174,6.624184785,6.400078173,6.175542298,6.37721705,5.933866632,5.976216697,5.842202879,5.617216062,5.969792977,6.554372638,6.998194171,7.684277153,
Georgia,GEO,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05483029,34.42573662,23.97510981,12.64364959,15.70456953,14.51309412,13.73801038,12.85599939,13.33765855,14.4405983,13.91237264,13.8036911,16.87079443,18.26927028,20.39348205,25.99202909,26.70531819,28.01783775,34.28008829,
Ghana,GHA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.896573524,1.853138754,2.115110348,12.00774183,13.14033882,14.62758621,15.59130674,14.9022012,13.81334056,14.52985977,22.18137232,17.80988823,16.48899681,13.71872241,11.15723821,7.480889823,5.460580042,6.864135237,6.232274109,6.72936919,5.521637751,
Gibraltar,GIB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130101782,1.222609601,0.647989276,0.5349656,0.774521304,1.062540546,1.013399852,,,,,,0.087866443,0.166100311,0.436735713,0.133022079,0.140795495,0.080511825,,,,
"Gambia, The",GMB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95811701,30.8613014,34.07498249,,,,,,43.05691755,28.59349031,31.62939036,34.33793135,33.1715938,24.82360367,22.98838157,29.56733287,35.63623569,38.032463,,,,
Guinea-Bissau,GNB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.451987337,,,,4.008839134,3.77798093,3.379972263,2.636390937,1.687999337,3.609873038,20.22347236,22.2219741,7.753875902,7.972283031,5.130163977,4.443166386,9.113197197,,,
Equatorial Guinea,GNQ,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.062605752,2.219846082,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.94066869,24.66859168,25.52647514,,35.36293113,31.49783032,30.67940093,33.37212599,29.4292306,26.24371644,26.11131138,25.86962681,23.39926589,22.09488621,27.15368919,23.12899203,24.03939653,23.19946684,23.91595519,25.35719873,29.52228737,
Grenada,GRD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.40770888,60.023638,56.13904142,50.08492759,40.3635437,39.45234731,42.103527,52.71627188,57.92724437,43.49213118,47.69221181,57.91512875,61.56169604,61.11622012,59.81713794,60.94832117,59.63851628,59.0824858,57.69141239,,,
Greenland,GRL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.650350641,7.902735562,8.459441677,9.435585637,10.74681762,12.89721078,15.0654978,16.32065293,15.68469024,10.15228426,11.68856117,12.09051441,12.1063986,13.39673382,14.4827586,12.75534006,10.58201674,11.31789159,11.63087187,11.31537898,11.57771372,
Guam,GUM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.244963643,15.72150477,15.56788954,16.15955743,16.2856716,11.90121988,9.887435351,8.001207729,4.21179302,3.624710862,5.046885567,5.087686972,5.897770407,5.821981227,3.72939184,7.06071201,6.658840016,3.735647485,5.000633789,5.860406867,4.951073756,
High income,HIC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.544687072,7.910670321,7.646255095,7.587694149,7.768886382,7.26565809,7.195582816,7.097555742,6.723846965,6.579258536,6.168819964,5.804220579,5.762299,5.625256601,6.264161103,5.836421498,5.659947928,5.774247278,6.068808003,6.267794841,6.608094506,
"Hong Kong SAR, China",HKG,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.919679312,3.930274265,3.789383006,3.809551757,4.482758762,3.699667059,4.185416705,4.21647654,4.336758546,4.622940338,4.771096324,5.321521778,5.795818003,6.270548007,6.543989334,6.943915389,7.419155277,7.028894471,
Honduras,HND,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.199412772,6.192433783,6.936205166,7.216494845,9.594691535,10.34278234,10.24506229,11.38734044,13.51362594,12.97303139,12.66463182,13.09773119,12.46743022,12.73940999,14.50864646,12.68800922,10.29449506,10.25512584,9.873992903,9.730506688,9.848230416,
Heavily indebted poor countries (HIPC),HPC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.603325895,9.876637089,9.13642772,10.49001945,11.62407246,10.36683607,11.6596701,11.94082002,12.4053386,11.70603878,10.07789486,9.355410997,9.357768317,9.0089005,9.675909234,8.156599041,8.427213986,9.041168649,8.208704004,8.566669295,10.31075931,
Croatia,HRV,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.34944727,25.25681757,31.43968039,31.98947065,31.96266157,37.70319942,40.06967922,40.09986736,47.24509599,42.38397181,42.88844562,41.17910891,40.8780232,42.26093119,42.66522257,37.13920961,37.84237456,38.09503259,39.06572406,37.96929746,36.97676529,
Haiti,HTI,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.78727386,50.10438413,28.22474281,27.65054773,25.41128638,25.41195156,23.63693665,25.6471147,20.43248766,18.1428014,13.22139221,18.28445386,24.38429651,39.25007698,40.23185367,37.68259371,34.76430451,33.66370139,34.84573832,34.77493518,34.75094598,
Hungary,HUN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.84734385,19.00557888,17.40162784,14.60419519,13.42152404,12.25771688,12.17319276,9.721458352,8.559683544,6.422561458,6.67851802,5.96667007,5.276167597,5.961892742,7.160380194,6.159936071,5.921406059,5.564664112,5.757449826,6.058003618,6.26594948,
IBRD only,IBD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.476609026,8.976045239,9.37455477,9.092984697,8.98140055,8.173253255,8.862496757,9.121489116,7.749379626,7.528028857,6.705955798,6.199292269,6.171005785,5.646390735,6.484032191,5.683384173,5.116232788,5.258838702,5.414081314,6.23392359,6.994777832,
IDA & IBRD total,IBT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.514808069,8.957480042,9.329888511,9.175947164,9.05506281,8.175635679,8.850253168,9.09602239,7.74848093,7.561529091,6.732917008,6.260691804,6.266295188,5.746024443,6.623042674,5.835170438,5.194499912,5.358160184,5.499378509,6.295998091,7.022433629,
IDA total,IDA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.100319339,8.674132553,8.651599822,10.56574119,10.23687806,8.214708674,8.6578487,8.679559234,7.732754324,8.161067691,7.156567437,7.297588669,7.933624929,7.502509761,8.984377256,8.363100286,6.604499221,7.205531573,7.11419535,7.559894349,7.696491161,
IDA blend,IDB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.942591187,5.376914119,6.367214126,8.317249471,7.226047804,4.714747546,4.897688227,5.177812242,4.36877765,4.00109312,3.399603721,3.644753898,3.891614707,3.607243985,4.450790601,3.646168417,3.350942185,3.443921023,3.508642592,3.364204588,2.844573542,
Indonesia,IDN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.880392268,10.88981633,10.5125002,7.757524499,7.793630532,7.044594794,8.394174836,8.806279835,6.427756948,6.630838756,5.3802544,4.553070212,4.769127756,5.580083929,4.829955898,4.571632308,4.243255124,4.484693572,5.024553806,5.81771625,7.034914615,
IDA only,IDX,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.76242197,12.90655564,11.28048442,12.6365852,13.23246949,12.03544209,12.48463239,12.11058362,11.71442032,13.19318274,11.2169672,10.8741357,11.64474049,10.96047448,12.33483086,12.17995725,9.590754591,10.46598239,10.1371186,11.02347142,11.17970701,
Isle of Man,IMN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.792369659,6.908977451,6.449070515,6.443529373,5.857596226,6.003500853,5.379024674,4.672944645,5.377673633,5.436142963,4.954650885,4.611618852,4.679233818,4.084303583,4.269166707,4.163369926,3.967064457,4.132071451,4.066427631,4.274449067,5.009438153,
Not classified,INX,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.166016559,4.348589151,4.44190631,4.55300652,4.18351842,3.938183983,4.112812368,4.004204428,4.06744573,3.890140272,3.071671369,
"Iran, Islamic Rep.",IRN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.081622962,0.61072642,0.970724978,4.399436658,2.512811292,2.277390924,,,,,,,,,,,,,,,,
Iraq,IRQ,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.773305173,0.550402279,1.371898089,1.329253073,3.440430342,3.179842437,1.887135481,1.690024732,2.351022233,2.841840886,8.200992731,
Iceland,ISL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.13224144,16.51239006,16.95661001,19.36887423,19.13083207,20.51019097,19.28935894,18.8386665,20.67321539,19.4837467,20.63638313,20.47048362,17.47395684,16.82727058,13.24266007,11.87428503,13.64592178,16.69663796,12.54901354,15.03139291,17.95668164,
Israel,ISR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.70457052,11.83008675,11.77218616,10.94508597,12.70883529,9.896548764,7.05027334,6.170719858,5.68619471,5.051680709,5.986183044,6.078269308,6.104396967,6.633944506,7.307586362,7.12123213,6.397297483,6.636027279,6.548719573,6.38694118,6.59531266,
Italy,ITA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.48619076,10.21690343,10.42069338,10.25293329,10.19474779,9.796778745,9.000712685,9.060076721,8.869797047,8.747480049,8.403704184,8.159001543,7.619026046,7.115617526,8.16715791,7.169337955,7.009636214,6.901501798,7.1211813,7.216909871,7.196656398,
Jamaica,JAM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.32808863,36.6547293,37.95010591,40.78255216,42.73184759,43.94593841,44.57838515,46.00541386,46.00761212,44.45005172,44.64204103,43.78654652,42.25573337,40.11471444,51.25943335,52.31779271,48.06005232,46.13954975,47.83656622,51.24040254,55.66080104,
Jordan,JOR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9697291,28.00839365,29.75627764,29.85524321,28.75280406,26.42042964,23.37449975,27.54719832,26.21171592,27.02301905,26.19968068,29.58078663,29.33659892,27.86833513,31.38920722,34.42642868,31.65790472,35.80648337,36.16209313,35.54283433,35.3482649,
Japan,JPN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.246093722,1.303695895,1.310215784,1.242171186,1.139915259,1.295601592,1.328310232,2.199493164,2.271831219,2.311341632,1.577072828,1.54848703,1.548152033,1.873824703,1.765078466,1.346678067,1.772849108,2.031099713,2.409112032,3.477077174,
Kazakhstan,KAZ,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.594098844,3.703703704,4.521262853,6.701304836,5.692654453,3.940889883,4.997251338,5.951949901,4.310105521,3.573680471,2.636036728,2.348069352,2.344854403,1.645759023,2.467358492,1.886716501,1.702191851,1.713177938,1.957229669,1.956800377,3.276305427,
Kenya,KEN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.26476843,22.47307386,25.89214994,27.75752697,28.24602152,18.01413477,17.79846083,15.95314365,17.14744342,18.65737554,18.13845523,19.86283833,21.43625237,16.86257003,15.21980245,18.0339313,18.61441163,18.17580842,16.97204398,16.5001784,,
Kyrgyz Republic,KGZ,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.115867185,0.710896262,1.035794084,2.007113041,3.412306946,3.490644354,5.683469532,7.49886527,8.282987036,9.756259833,9.933913677,14.71137548,19.38093745,21.22464794,12.86441478,9.627830998,12.64084063,13.87735922,15.33149528,14.26464314,20.04217126,
Cambodia,KHM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.325629385,14.50892857,11.04417671,13.17221945,16.85078691,18.89830809,20.46964045,21.44069663,16.73765146,19.83016859,23.07450853,22.10471677,24.975179,25.4955032,29.46323499,28.07217151,28.97815836,30.06840825,28.77993258,28.60666745,,
Kiribati,KIR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.02566922,20.7257038,22.3950004,23.45640049,26.92186212,23.99510644,18.42242951,18.42464926,16.8787662,,
St. Kitts and Nevis,KNA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.16123387,53.283803,51.34028786,48.97177162,47.25428028,38.66953108,40.54653041,37.1806316,45.4048091,53.10659294,53.38437457,56.00133947,53.64335179,46.87084117,47.48946156,43.24213383,44.5261811,42.37184504,39.76572687,,,
"Korea, Rep.",KOR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.629327588,4.248139516,3.930472266,5.329025226,5.072704505,4.217305742,4.466352892,3.967605266,3.034969083,2.728217952,2.467376462,2.18603989,2.03899529,2.566825497,3.043377694,2.626364665,2.569027306,2.666176738,2.721167215,3.131039894,2.985583469,
Kuwait,KWT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.159657049,2.366457345,2.468683491,4.005781501,2.480990778,1.849654492,1.597678586,1.880730237,1.315246154,1.214464992,0.824723373,0.782773315,0.729074716,0.616767916,1.001682468,0.753879309,0.570155016,0.607101822,0.507690704,0.553756937,1.516508729,
Latin America & Caribbean (excluding high income),LAC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.429402051,8.480928407,8.267965462,7.678332079,7.575206473,6.896232273,7.044414452,6.816498161,7.005745263,6.577301489,6.280518761,5.939141481,5.837696609,5.420108375,6.262608999,5.262400489,4.612435707,4.814564497,5.176372794,5.670835519,6.775218187,
Lao PDR,LAO,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.84882658,18.25028969,14.49275362,20.15375026,22.35508188,22.53142541,22.24110408,23.0705957,16.6352132,22.50447242,18.88252626,14.47360224,15.82234201,18.74748241,18.69045484,17.05502743,17.18240854,16.18740166,20.13061091,18.74806152,19.05699846,
Lebanon,LBN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.75875966,60.20984767,50.12311462,45.13390048,37.66922971,35.48699091,28.59770686,33.92417308,38.71897895,27.12497449,36.56150267,35.20439002,36.25790156,36.59345572,
Liberia,LBR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.60125875,19.39209839,25.24776256,24.15317392,20.82866733,27.08816626,3.005986885,18.56390873,,,7.950659312,8.931769169,
