Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.79322559,28.65251511,29.82844049,31.45458916,31.66986613,29.1944632,33.24304418,39.03121531,37.76449383,41.98145146,44.05500849,45.37958927,44.53559544,47.32482722,49.36049476,46.3930024,41.95951488,40.06647474,41.32851305,41.62710578,49.42744691,
Post-demographic dividend,PST,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.506529007,7.830056462,7.57768298,7.537915947,7.758847021,7.326863937,7.266787535,7.178528415,6.939451878,6.791438042,6.465357337,6.098006954,6.023767196,5.915251774,6.536766847,6.095476078,5.939498333,6.090224968,6.398591082,6.552567845,6.815654086,
French Polynesia,PYF,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.92907529,59.29865618,61.40744942,59.39519841,37.75412304,38.92709083,37.78130742,37.90735231,36.04522499,35.798916,38.34221936,39.22362128,40.96811999,,
Qatar,QAT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.663063429,5.053329462,5.848712401,7.541957515,13.14426386,
Romania,ROU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.327448687,6.950207469,6.062738789,3.686587543,3.158872716,3.309533809,3.204834022,2.547283958,2.625106661,2.315026697,5.48922878,5.533356319,4.802788406,4.665139565,3.709118808,3.035670589,2.969992225,2.976865644,2.688800482,2.706936851,2.874471132,
Russian Federation,RUS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.637229793,6.89742446,7.16221446,7.545749585,4.610417264,3.102597161,4.324947212,4.50397981,3.986155922,3.615996327,2.902895487,2.91716748,3.182966309,3.022539902,3.606636211,2.996379765,2.957721584,3.030991635,3.412066397,3.457644583,3.369837576,
Rwanda,RWA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.365715288,7.196388213,13.15526757,17.7813818,18.70947041,21.13389211,18.21217715,25.33243255,21.50691806,21.91723471,27.38216985,39.87935558,41.6712222,32.36083509,37.96990224,35.98734315,32.64950309,33.16578143,27.33430688,24.51575482,28.9891715,
South Asia,SAS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.821647898,6.783572596,6.529303801,6.585189583,6.107325277,6.013339351,5.490286731,5.136905098,5.688781109,5.777060474,5.286623913,5.081084722,5.10417446,4.47751512,4.754769632,4.563232709,4.359595075,4.564584891,4.671994282,4.996945969,5.788919084,
Saudi Arabia,SAU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.454028744,4.919251267,2.407842153,2.114790813,2.765958597,2.098474041,3.337679525,2.878190516,2.47644881,2.103052292,2.241159506,2.609493041,5.129571924,
Sudan,SDN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.174743025,1.192250373,0.639284002,0.327064595,0.232099339,0.272613271,0.175100683,5.189114391,0.65925969,0.549467801,2.293161219,3.271233964,4.153508166,2.109531214,2.691949088,0.704078945,1.623409523,15.06253019,12.78170191,16.0583803,19.22644941,
Senegal,SEN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.16879966,12.03671773,13.44570425,12.99682267,12.68826568,11.63631369,12.49915852,13.80864767,14.77644059,13.12694717,14.18404584,13.70381536,21.6432961,18.23138831,15.21855889,14.44362,13.83400042,11.8215205,11.76231767,11.19217371,,
Singapore,SGP,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.778421937,4.360904263,3.717142842,3.204505046,3.328629657,2.836125523,2.817634808,2.607245791,1.930414861,2.15559535,2.154004131,2.215925601,2.345460051,2.388463641,2.494970829,3.002264011,3.200227712,3.296376923,3.27036417,3.210020965,3.170025309,
Solomon Islands,SLB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.138749301,7.454178097,4.276907968,3.605896339,4.391725076,3.29167583,9.601712444,1.618318905,1.741298485,3.022970292,4.37813243,19.00683532,15.13805141,12.02784374,17.53766438,16.09329281,12.26858347,10.56876972,12.29272334,11.41304064,11.40823329,
Sierra Leone,SLE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.42473586,26.45198544,21.00690468,11.8357726,20.95594384,18.16694179,17.25853539,38.70618152,33.92634491,27.93591869,24.44780475,7.602845819,6.656225832,10.28871294,6.787769409,6.236996789,8.174435259,3.816962189,3.755629614,2.354903674,,
El Salvador,SLV,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.700369344,9.38922715,6.933524207,9.358777438,18.37837838,17.41799195,18.56567814,20.67050188,24.39748556,26.40916392,19.62820118,18.19305322,18.23256755,14.7824731,13.02246555,12.99506481,12.40100501,14.7503113,16.41308385,19.75454807,17.90701855,
San Marino,SMR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.133234296,7.890057186,8.770767661,7.54304583,7.406334087,7.330453043,6.590914315,7.049029683,7.625327571,
Sub-Saharan Africa (excluding high income),SSA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.870135282,7.778074008,8.204093284,9.874558717,9.53036449,7.309070202,8.094595192,8.713716287,9.835403991,8.929968192,7.629620377,7.455510739,7.347095826,6.099734444,7.536558123,6.607263371,6.085208063,6.573356415,6.216540146,6.755213356,7.867462734,
South Sudan,SSD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021111262,,
Sub-Saharan Africa,SSF,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.116858653,7.951590484,8.384267064,10.06775833,9.719496194,7.497594267,8.279731923,8.913541148,9.99030397,9.052721557,7.724459845,7.557365708,7.455564046,6.195932142,7.636919996,6.688199917,6.157410711,6.652055993,6.306814028,6.853230827,8.002455133,
Small states,SST,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.995383,25.22761836,25.64697885,27.97591743,27.5701317,24.68460555,23.68481707,23.9737496,23.10467943,21.42267173,19.35381509,19.28289998,19.28142118,16.44953863,18.80556165,18.92028788,10.57743435,10.90221166,11.60906513,12.35159946,17.48917939,
Sao Tome and Principe,STP,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2727717,56.18208247,60.85802774,56.03867982,46.7117073,46.87489351,51.09732725,45.78467708,41.57664713,37.00796752,43.97643866,42.31923503,45.6519657,54.18690307,45.54162065,62.966946,64.48047563,69.50338333,
Suriname,SUR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.781576717,7.724470271,4.527412553,4.093307689,4.145691442,2.967103849,2.42304634,2.750860246,3.553653142,4.380107408,5.37126638,
Slovak Republic,SVK,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74331062,6.253793614,4.700161015,3.788754663,3.842789725,3.119475595,4.205682452,5.679373991,4.661050384,2.35846962,2.843962901,2.886517015,3.263995984,3.715820524,4.218257307,3.4315929,3.018408167,2.780805893,2.856724122,2.838865884,2.962813559,
Slovenia,SVN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6787112,13.01964135,12.46667074,10.80098589,10.13706597,9.539906103,9.415007112,9.043308972,9.123224264,8.861422759,8.589335438,7.93965077,7.463025586,7.98398617,9.480773668,8.822110212,8.177756872,8.079686959,8.084359909,7.777462974,8.090000754,
Sweden,SWE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.608689319,4.473873299,3.997644156,4.767944927,4.652110048,4.299293655,4.942843988,5.30873619,4.981803627,4.767248685,4.38454438,4.87548745,5.061739597,4.564704867,5.186846393,4.845726716,3.897432729,4.054951289,4.293423215,4.617519536,5.03176993,
Swaziland,SWZ,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.340244259,4.472902025,4.243718487,4.822536246,1.51819658,1.937479156,2.015772215,3.877167876,3.804486716,3.789657701,4.28336161,4.086260059,1.519661942,1.507808728,2.25857853,2.491728525,0.965826981,1.397832255,0.635563675,0.768913568,0.752521686,
Sint Maarten (Dutch part),SXM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.00894067,72.9701992,70.95932932,73.85704568,75.81165216,
Seychelles,SYC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.43045705,54.5371924,52.78570725,51.57753901,47.75903472,46.70862664,43.28235289,44.90966557,41.82736682,40.78372898,37.37823377,37.98373525,46.38464675,45.22931468,41.06875322,41.86747201,40.320199,34.79916596,33.24366553,34.96539345,37.23763929,
Syrian Arab Republic,SYR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.85165885,19.51423786,17.96417805,21.15224626,18.89316474,15.80715851,15.35995726,11.79044609,12.44854507,19.14882799,17.67720639,16.04550149,19.0305239,16.0815703,24.11058827,32.17416736,,,,,,
Turks and Caicos Islands,TCA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7845145,8.068711112,8.734336902,7.960641511,9.12331815,8.456049767,9.189499983,9.161289272,5.686686252,6.014842617,5.172939301,5.015050212,4.967655007,4.527173132,4.915827738,4.495808777,4.176539214,4.294925271,4.442741722,5.826853426,6.396450216,
Europe & Central Asia (IDA & IBRD countries),TEC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.93265112,10.48453907,11.05428349,11.53441588,9.562329718,8.659626625,9.704296642,9.925456767,9.165626095,8.703357567,8.411613959,7.387472792,7.544852364,6.998738911,8.325209589,6.880999076,6.466411866,6.550227774,7.06619799,7.144958897,7.809415873,
Togo,TGO,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.797362345,1.795809261,2.348455093,3.022273283,2.174401331,2.596807935,3.263657731,3.111407072,3.754476598,3.328927462,3.329212412,2.767505036,4.162510707,3.874292998,6.100745883,8.099479597,12.38474048,11.7644209,11.60379684,12.84031515,14.15138669,
Thailand,THA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.16937735,14.51639371,12.49945476,12.06824318,13.18578665,12.15114362,12.32219222,12.75496862,11.13742677,11.44898214,9.361312233,10.89718781,11.371641,10.80353227,10.88707805,10.47162009,11.76069579,13.61150742,15.97900606,14.89861651,17.5919688,
Tajikistan,TJK,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.650925382,0.623288031,0.786987619,0.725426535,0.680431802,0.967419425,1.34944099,1.600670213,3.796874518,3.728538911,4.573651146,5.231014859,26.30745929,17.71070713,
Turkmenistan,TKM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.529665704,8.61563088,8.441830951,7.885960746,7.705989675,7.015189875,7.141329446,6.889474504,7.005207832,6.537721319,6.168933907,5.720744231,5.657773079,5.325990146,6.203749245,5.218305347,4.644706843,4.872719827,5.195339557,5.618945756,6.719795256,
Timor-Leste,TLS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.83561862,37.59413978,24.078208,24.18747787,25.29253084,17.77628361,20.44994969,33.006023,39.06460116,56.03970712,
Middle East & North Africa (IDA & IBRD countries),TMN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4561657,13.55095668,14.42391865,16.58014056,15.91519372,13.48130991,19.65622911,24.21382373,24.52070477,22.93519394,12.9995751,11.98584745,12.11184692,10.47399976,14.9612706,14.6166797,11.26110676,11.79272994,11.01243652,12.05462273,15.67698812,
Tonga,TON,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.91440534,14.47702038,23.04757345,30.79391793,29.45413072,45.77338301,35.0517958,39.32578581,38.88141298,49.75914318,43.66202746,50.88769094,54.20553997,,,
South Asia (IDA & IBRD),TSA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.821647898,6.783572596,6.529303801,6.585189583,6.107325277,6.013339351,5.490286731,5.136905098,5.688781109,5.777060474,5.286623913,5.081084722,5.10417446,4.47751512,4.754769632,4.563232709,4.359595075,4.564584891,4.671994282,4.996945969,5.788919084,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.116858653,7.951590484,8.384267064,10.06775833,9.719496194,7.497594267,8.279731923,8.913541148,9.99030397,9.052721557,7.724459845,7.557365708,7.455564046,6.195932142,7.636919996,6.688199917,6.157410711,6.652055993,6.306814028,6.853230827,8.002455133,
Trinidad and Tobago,TTO,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28951132,9.306214574,11.48806548,12.15118531,10.73940036,7.682908745,7.41531912,8.840605208,7.430835416,7.692246579,5.451045616,3.474597288,4.397562049,2.848051747,5.49716432,5.209398244,3.570694839,,,,,
Tunisia,TUN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03589319,23.24941759,22.73487147,23.50579128,24.2441817,23.09982909,21.77722138,19.34165787,17.76645674,18.01138689,19.22011594,18.87224475,16.89537064,15.58613096,17.78424023,15.71511778,11.2426709,13.23369162,13.02769952,14.09962856,10.70880481,
Turkey,TUR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55075039,12.51384275,13.58872846,13.26200639,11.43969043,15.16493555,20.14891019,21.7369863,18.72712831,17.28497139,19.5239394,15.96546114,14.89995391,14.85605146,18.09106337,16.71567849,16.49986387,15.35946281,17.23535266,17.55849662,17.80818473,
Tuvalu,TUV,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6791503,39.79815469,45.92231084,46.78937795,27.20730832,17.06911325,16.1629058,10.75241109,11.66861684,,,
Tanzania,TZA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.67907948,34.47049626,27.51400122,33.91927741,38.85835359,27.99409376,35.43319865,33.63689575,30.15757893,29.13659598,28.09880314,28.615518,29.61756957,23.18215939,23.13334822,20.07842098,18.6936465,20.21755308,22.92037556,23.48168874,23.82311192,
Uganda,UGA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.74168297,14.92289836,17.82790133,20.97657616,22.22222222,24.88312472,27.33284909,27.60175399,22.18207631,23.66892223,24.77265376,19.99317754,16.48198217,17.63320553,20.36528991,23.12811455,22.73328961,23.47629237,25.43562799,17.11897588,24.18294196,
Ukraine,UKR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.187220288,2.392140111,2.343404569,3.248749322,3.130445606,3.043736822,3.795948987,4.545867393,4.407350465,7.427963202,8.309482475,8.309378554,8.662802058,8.14985451,8.350614439,7.155700485,6.462487448,6.921263119,7.257798064,3.459869185,3.459947349,
Upper middle income,UMC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.713855235,8.104050389,8.63246255,8.62270193,8.283910129,7.672874761,8.609613543,9.060490135,7.612261025,7.245303007,6.383682705,5.862619481,5.727684221,5.250660574,6.201640377,5.338083695,4.85570066,4.931131149,5.190234601,6.208234796,7.032108315,
Uruguay,URY,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67411885,23.13370763,20.44010244,16.75344711,18.38297393,22.59804992,21.45896978,15.18528995,13.72630335,13.88443479,13.74533694,12.28565399,13.38457062,12.75045836,16.75947972,15.57070315,18.58984457,16.41682723,14.66701441,13.65093399,15.395876,
United States,USA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.80052291,12.00007515,11.45550527,11.26199256,11.49380845,11.24427032,10.84898156,10.66989405,9.95034383,9.959906917,9.492620644,8.69745377,8.72203814,8.944387339,9.222823522,9.063208754,8.821218804,9.058048083,9.526940588,9.904829549,10.88947512,
Uzbekistan,UZB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8816433,42.88479674,47.8615834,46.37428827,47.97240803,45.70414103,50.58446848,51.03391238,52.64707106,52.02736313,51.85880336,53.30328009,51.83295961,45.67767413,45.75999658,46.94700721,50.32986281,49.92642629,47.41695353,,,
"Venezuela, RB",VEN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.794487544,4.058544304,2.47369466,4.019864088,2.881469863,1.351156694,2.414149699,1.741383032,1.344812865,1.35844245,1.265379088,1.255922052,1.3488385,1.116653094,1.73596228,1.287628581,0.842611468,0.903701778,1.017973946,0.923181385,1.684481648,
British Virgin Islands,VGB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.977541523,5.600948867,6.280206428,6.343765303,6.869264164,5.63917866,4.851897808,5.583648067,5.3977407,5.510240198,5.079058167,4.597144931,4.240906573,
Vanuatu,VUT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.93604649,45.54959182,43.05066105,48.73465714,42.00560816,43.94995951,41.68185027,63.26210395,60.36400311,57.97195096,58.77037517,59.39618103,64.69761111,68.25470902,70.5131672,74.35550871,71.03793511,75.17965164,80.31940913,71.51909203,78.93435316,
World,WLD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45733366,8.012701099,7.869451476,7.798894012,7.952380725,7.408369382,7.508402596,7.49162652,6.9519209,6.80386246,6.309903194,5.93097027,5.895925765,5.657876262,6.373154341,5.847982981,5.522125953,5.644453223,5.896358628,6.295629007,6.762526634,
Samoa,WSM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.38079757,53.6991366,48.21509178,47.73638572,53.48045939,,,,,65.57860428,52.08658422,59.30498352,56.32781388,61.95462183,66.35754013,63.44576704,65.49322677,64.14825658,59.61550988,65.27068658,76.6855994,
Kosovo,XKX,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66754461,2.301267732,5.46740526,8.70139959,12.62958792,13.92588872,8.763445825,10.70803459,11.46618134,12.71420421,6.212158837,
South Africa,ZAF,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.714637,8.837835046,9.359678919,9.88300776,10.09664877,9.022756451,9.067389258,10.01833238,14.09239017,12.95604876,12.67298526,11.62760602,10.9332513,8.908127689,10.36812287,9.568824403,8.438838635,9.505604847,9.252930107,9.577747976,9.454698184,
Zambia,ZMB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.372576291,4.363001745,6.032324152,7.683750588,7.584196431,5.794639777,7.031466612,4.430946113,15.80792802,11.12799329,11.45940366,9.624153178,9.672563028,6.108506958,5.892332901,4.92822372,4.758049005,5.798924814,8.02581362,
Zimbabwe,ZWE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.852026493,3.782302527,3.341768388,4.012333494,4.359543316,4.558331118,4.773938975,